1532329	_hypernym	1531998
9918248	_hypernym	10373998
15267536	_hypernym	15266911
2038617	_hypernym	1504437
7121361	_derivationally_related_form	914634
2121234	_member_meronym	2124623
10153155	_hypernym	9867956
8236621	_hypernym	8236438
9381242	_hypernym	9416076
14023491	_derivationally_related_form	9793495
622384	_derivationally_related_form	7510495
2679899	_derivationally_related_form	14578940
562882	_derivationally_related_form	13498828
1107254	_hypernym	1105639
5045208	_hypernym	5044822
3110322	_derivationally_related_form	2325
1778212	_derivationally_related_form	4760771
284669	_derivationally_related_form	3789603
1589363	_derivationally_related_form	13911872
5301908	_has_part	5305806
813978	_hypernym	943563
1610463	_derivationally_related_form	708017
9989290	_hypernym	10787470
1672607	_also_see	485711
5718935	_hypernym	5718254
8913434	_has_part	8919241
10129825	_derivationally_related_form	15147330
1725712	_also_see	1256332
24814	_derivationally_related_form	401783
11439031	_has_part	11429968
340192	_derivationally_related_form	2049696
10426454	_hypernym	10264437
200397	_derivationally_related_form	10513120
9773962	_derivationally_related_form	976653
10986437	_instance_hypernym	9765278
318035	_hypernym	317207
772026	_hypernym	770270
10408552	_hypernym	10547145
4713428	_derivationally_related_form	2657219
1524885	_member_meronym	1591490
9407043	_derivationally_related_form	25654
387897	_derivationally_related_form	1259005
5042871	_derivationally_related_form	2523275
11813830	_hypernym	11573660
523436	_derivationally_related_form	4951186
1309991	_derivationally_related_form	4880830
14554853	_hypernym	14552802
2609203	_verb_group	2608347
1396170	_hypernym	1388130
9043052	_has_part	9330913
577068	_derivationally_related_form	1525666
9911570	_derivationally_related_form	1037303
4780605	_derivationally_related_form	1627965
6672752	_hypernym	6672297
11192067	_instance_hypernym	9974648
2644035	_derivationally_related_form	1259034
5943300	_derivationally_related_form	2858231
1245490	_derivationally_related_form	15042542
678282	_derivationally_related_form	1144355
1566888	_member_meronym	1569713
11700401	_member_meronym	11700676
1835496	_also_see	781000
5284132	_hypernym	5546040
11735822	_member_meronym	11735977
13071029	_hypernym	11592146
763399	_derivationally_related_form	7177924
9632518	_hypernym	7846
13194572	_hypernym	11545714
2726305	_hypernym	3546340
8949093	_has_part	8951957
9917214	_hypernym	10317007
12495509	_hypernym	11585340
10407552	_hypernym	10770059
1047937	_derivationally_related_form	168588
1822423	_member_meronym	1825009
8766988	_member_of_domain_region	7491591
6373747	_derivationally_related_form	2526934
42757	_derivationally_related_form	1848718
7143624	_derivationally_related_form	876665
7335917	_derivationally_related_form	421691
2747667	_derivationally_related_form	549106
5698791	_derivationally_related_form	687926
1027662	_synset_domain_topic_of	15253139
734587	_hypernym	734054
13230662	_hypernym	11545714
3739327	_hypernym	3828465
8207672	_hypernym	8207209
10180178	_hypernym	10389398
2367678	_hypernym	1864707
7075172	_member_of_domain_usage	7907037
1922576	_hypernym	1921964
2531422	_also_see	1076793
1949330	_hypernym	1939598
6633692	_hypernym	6628861
8849372	_instance_hypernym	8524735
8771116	_instance_hypernym	8524735
9977520	_hypernym	10533983
1497736	_derivationally_related_form	6607339
10034201	_derivationally_related_form	1171183
5467054	_has_part	5467432
1650509	_hypernym	1626600
4981139	_hypernym	4983122
2547586	_derivationally_related_form	1207609
14031523	_derivationally_related_form	406243
9340452	_instance_hypernym	9208496
4567222	_has_part	8590172
8397255	_synset_domain_topic_of	8199025
1626138	_derivationally_related_form	1014731
818466	_derivationally_related_form	9614684
2267975	_member_meronym	2268148
8415272	_hypernym	8414119
1697406	_derivationally_related_form	10325774
597385	_derivationally_related_form	5641959
390906	_derivationally_related_form	220276
7555647	_hypernym	7555014
6883073	_hypernym	6882561
10404550	_hypernym	7846
12715569	_member_meronym	12716166
10495555	_derivationally_related_form	2245555
833870	_hypernym	831191
507143	_derivationally_related_form	7643306
182269	_derivationally_related_form	2902250
5713737	_derivationally_related_form	2123672
3076411	_synset_domain_topic_of	8199025
2506361	_derivationally_related_form	7520612
267041	_derivationally_related_form	14577469
1904293	_derivationally_related_form	442115
13169674	_member_meronym	13184492
9968549	_hypernym	9620078
3259505	_has_part	2821627
10334957	_derivationally_related_form	1921964
2393086	_similar_to	2392878
13955461	_hypernym	13954818
2372251	_member_meronym	2372397
1896295	_hypernym	1708676
9808080	_hypernym	10016103
3955296	_hypernym	3997484
2597173	_hypernym	1432517
15243730	_has_part	15248020
1967373	_hypernym	1970826
12911440	_has_part	7734555
467717	_derivationally_related_form	13617952
6277280	_has_part	6278136
14561618	_derivationally_related_form	92293
4907575	_hypernym	4907269
1870867	_derivationally_related_form	329031
3760671	_hypernym	3709206
11893808	_hypernym	11575425
1309109	_instance_hypernym	973077
10830456	_instance_hypernym	10423589
3839993	_hypernym	4341686
12609638	_hypernym	11555413
6844903	_hypernym	6841365
14379829	_derivationally_related_form	1925372
1665836	_synset_domain_topic_of	243918
2368280	_member_meronym	2368399
13723712	_has_part	13718451
1912272	_member_meronym	1913035
2466496	_derivationally_related_form	1068012
773432	_hypernym	964694
4781755	_derivationally_related_form	1460421
1491991	_member_meronym	1492212
13889602	_hypernym	13887509
11719468	_member_meronym	11727976
192836	_derivationally_related_form	4631700
657728	_derivationally_related_form	10140783
9899782	_synset_domain_topic_of	8199025
13370448	_hypernym	32613
8860123	_member_of_domain_region	8230294
9041785	_has_part	9041199
6295235	_member_of_domain_usage	3763727
661213	_derivationally_related_form	5748786
2504131	_derivationally_related_form	4735233
1719302	_derivationally_related_form	6893885
1796346	_derivationally_related_form	7520112
7168131	_derivationally_related_form	759657
2297409	_hypernym	2298160
1693881	_derivationally_related_form	1019524
9102016	_has_part	9103217
10341660	_derivationally_related_form	119873
6943771	_hypernym	6943558
4494204	_has_part	2984699
13760316	_hypernym	13576355
371487	_hypernym	371314
5204004	_hypernym	5203649
13377268	_hypernym	6481156
238867	_verb_group	239614
2123672	_hypernym	2123903
8721559	_instance_hypernym	8691669
8392137	_synset_domain_topic_of	759694
1437888	_derivationally_related_form	3709644
4949066	_derivationally_related_form	2230990
919424	_derivationally_related_form	3429288
13261916	_hypernym	13261779
1113473	_hypernym	1111816
2578235	_also_see	1781478
2407987	_verb_group	2410855
9440400	_member_meronym	9731571
570003	_derivationally_related_form	13463490
10680153	_derivationally_related_form	604930
101629	_hypernym	10241
12399132	_hypernym	12651821
1259691	_derivationally_related_form	377169
1078783	_derivationally_related_form	1169744
8131530	_has_part	8396537
9209263	_has_part	9343422
3932203	_derivationally_related_form	1656788
6759974	_derivationally_related_form	2642814
7011387	_hypernym	7010821
12566627	_hypernym	15098161
691050	_hypernym	671351
12930044	_member_meronym	12936999
12712820	_hypernym	11585340
223250	_hypernym	665886
837288	_derivationally_related_form	756331
10568200	_synset_domain_topic_of	475787
15166742	_hypernym	15166462
2550868	_derivationally_related_form	13247554
12485981	_hypernym	13100677
275253	_derivationally_related_form	13475538
11777080	_hypernym	13112664
8890097	_member_of_domain_region	9218641
4668139	_derivationally_related_form	1476154
848466	_derivationally_related_form	751389
2251743	_hypernym	2199590
10681557	_derivationally_related_form	2338975
14480420	_hypernym	14479615
950936	_hypernym	978549
8811215	_has_part	8805801
2465145	_hypernym	2478701
899292	_derivationally_related_form	988287
14459422	_derivationally_related_form	10415230
9052835	_has_part	9126305
9700492	_hypernym	9634494
8860123	_member_of_domain_usage	7674749
60833	_derivationally_related_form	692349
7281219	_hypernym	7037465
10162194	_hypernym	7846
2547225	_derivationally_related_form	4873939
9112282	_has_part	9264425
1300655	_hypernym	1301051
2180797	_also_see	2461723
10618685	_hypernym	10740868
13601596	_hypernym	13583724
12122245	_hypernym	12131550
9275473	_has_part	9031653
2989893	_hypernym	2996840
2615494	_member_meronym	2615829
933821	_derivationally_related_form	7214267
2495922	_also_see	1195536
143914	_hypernym	142191
14803074	_hypernym	14802450
803325	_derivationally_related_form	6691083
708017	_derivationally_related_form	1610463
889490	_derivationally_related_form	1385017
5701363	_derivationally_related_form	341285
2025550	_hypernym	1835496
9908508	_derivationally_related_form	590269
9437098	_hypernym	9334396
1229976	_derivationally_related_form	334935
6295235	_member_of_domain_usage	4434932
13030157	_hypernym	11590783
10053439	_hypernym	10053004
12606907	_member_meronym	12607896
14828683	_derivationally_related_form	1233387
156390	_derivationally_related_form	1643657
2207206	_also_see	2323286
2282082	_hypernym	2282506
10017422	_hypernym	10053808
689950	_derivationally_related_form	6207199
14656666	_hypernym	14625458
1829869	_hypernym	1825930
151689	_derivationally_related_form	351638
10680153	_derivationally_related_form	2405390
11911591	_member_meronym	11945228
12169776	_member_meronym	12188120
583990	_derivationally_related_form	4879092
925110	_derivationally_related_form	4757522
9721244	_hypernym	9686536
6687178	_hypernym	6686736
100044	_hypernym	99721
1765392	_derivationally_related_form	13971561
8789605	_instance_hypernym	8524735
825776	_hypernym	941990
5304932	_hypernym	5267548
12433178	_hypernym	12432808
6663617	_has_part	6655388
6176322	_hypernym	6174404
800421	_derivationally_related_form	10084635
9880741	_hypernym	10707804
1428155	_hypernym	1342529
12006081	_member_meronym	12006306
2788148	_hypernym	2796623
1914947	_derivationally_related_form	7460104
3432129	_derivationally_related_form	551065
2417070	_hypernym	2416519
6803636	_hypernym	6791372
3879854	_hypernym	4074482
14043882	_derivationally_related_form	1569181
4820908	_hypernym	4820258
4476116	_derivationally_related_form	1454810
7341038	_derivationally_related_form	1878063
873469	_hypernym	872886
12734446	_member_meronym	12734722
5186306	_hypernym	5187446
12838027	_member_meronym	12846546
10485440	_derivationally_related_form	2554066
5481095	_has_part	5465868
8858942	_has_part	8890097
6498569	_has_part	6838652
12792041	_member_meronym	12796617
7505047	_derivationally_related_form	1822936
5999540	_has_part	5999797
8276342	_hypernym	8053576
8210982	_hypernym	8208016
11780930	_has_part	11781176
15246853	_hypernym	15122231
3929202	_hypernym	3265032
557686	_hypernym	173338
2230772	_derivationally_related_form	5564590
5418717	_hypernym	5417975
1446901	_hypernym	1850315
1086081	_derivationally_related_form	2199590
1089778	_hypernym	1086081
1796582	_derivationally_related_form	1743217
781000	_hypernym	962447
9830629	_derivationally_related_form	2769748
1536916	_member_meronym	1538498
10493685	_derivationally_related_form	4025130
589769	_derivationally_related_form	9892831
1017987	_derivationally_related_form	2747709
4833276	_derivationally_related_form	101609
1127215	_hypernym	1476483
11911591	_member_meronym	11992674
5784560	_derivationally_related_form	2863464
2501275	_hypernym	1862557
8709038	_has_part	8753933
7238102	_derivationally_related_form	2636921
2513560	_hypernym	1321579
2326198	_derivationally_related_form	3461385
14332085	_derivationally_related_form	2123424
9952393	_hypernym	10323752
2273545	_hypernym	1342529
10084635	_hypernym	10515194
10240514	_hypernym	9606527
1418947	_hypernym	1416585
9163192	_instance_hypernym	8700255
8616050	_derivationally_related_form	1576165
4971928	_hypernym	4959672
382109	_derivationally_related_form	374534
7955280	_hypernym	7951464
1084180	_hypernym	1083645
2769748	_hypernym	2773037
4857083	_derivationally_related_form	262792
2799897	_hypernym	4285146
2359775	_hypernym	1864707
660571	_hypernym	658052
6845599	_member_of_domain_usage	3869222
1080691	_hypernym	1405044
12746733	_member_meronym	12746884
5047059	_hypernym	5046009
2542280	_hypernym	2542795
4627936	_synset_domain_topic_of	6951067
6757057	_derivationally_related_form	835294
2205896	_member_meronym	2206624
2171633	_member_meronym	2172387
2049190	_hypernym	1907258
954086	_derivationally_related_form	1126846
3379828	_hypernym	2898711
2250464	_member_meronym	2251452
438752	_hypernym	438495
12398990	_member_meronym	12399132
1566645	_derivationally_related_form	1056369
1365131	_verb_group	1232387
1727490	_derivationally_related_form	7342049
1900408	_hypernym	1831531
14031108	_synset_domain_topic_of	8199025
789138	_hypernym	644583
4671841	_derivationally_related_form	718924
11835806	_member_meronym	11836137
12501745	_member_meronym	12526380
555780	_hypernym	173338
8077292	_hypernym	8189659
1498872	_derivationally_related_form	13872421
12834408	_hypernym	11566230
1246601	_hypernym	126264
1625747	_member_meronym	1628148
32539	_derivationally_related_form	6716483
737536	_hypernym	735936
480993	_hypernym	479076
1606574	_hypernym	1494310
12090318	_member_meronym	12094121
2354536	_hypernym	2339413
12969927	_hypernym	12969131
12876032	_member_meronym	12879719
11289709	_instance_hypernym	9765278
9023321	_has_part	9025728
9029457	_has_part	9030467
2553196	_member_meronym	2600953
6892016	_derivationally_related_form	1719921
1486312	_derivationally_related_form	2975212
2733187	_derivationally_related_form	5395690
8544813	_hypernym	8491826
5675130	_derivationally_related_form	570590
14359174	_hypernym	14299637
13150178	_hypernym	13149296
4453910	_hypernym	3122748
1416585	_hypernym	1389507
10018021	_derivationally_related_form	804802
1845720	_derivationally_related_form	9629752
836149	_hypernym	831191
1708778	_hypernym	1342529
1729431	_derivationally_related_form	7048000
10655594	_hypernym	9821831
2717901	_hypernym	3740161
2420789	_derivationally_related_form	3599628
6686174	_derivationally_related_form	891936
7223985	_hypernym	7223170
1048492	_hypernym	907147
12890009	_member_meronym	12891093
13617046	_hypernym	13600822
1919711	_derivationally_related_form	13757249
4380617	_hypernym	3672352
2528534	_member_meronym	2534352
2110552	_derivationally_related_form	14526182
5881867	_has_part	13590327
9068444	_has_part	9069752
3949442	_derivationally_related_form	1163847
10779897	_hypernym	10433737
3640660	_hypernym	3899328
10783539	_hypernym	7846
1978744	_member_meronym	1978930
13480667	_hypernym	13518963
9213076	_instance_hypernym	9403734
2961505	_derivationally_related_form	8952190
2395406	_derivationally_related_form	58645
8860123	_member_of_domain_region	10345015
7348399	_derivationally_related_form	1990281
2503313	_hypernym	1862557
13384557	_hypernym	13372961
1322221	_derivationally_related_form	15145586
1201271	_hypernym	1201021
13722340	_has_part	13722060
8121117	_member_meronym	10091651
1857325	_hypernym	1855672
9551356	_hypernym	9505418
7565259	_derivationally_related_form	2656763
10248198	_synset_domain_topic_of	5946687
6295235	_member_of_domain_usage	415988
2777734	_has_part	2788148
8270662	_synset_domain_topic_of	6095022
5423779	_hypernym	5418717
1103614	_derivationally_related_form	1745722
286928	_hypernym	283911
1633343	_derivationally_related_form	940842
2343595	_derivationally_related_form	205891
8731606	_has_part	8956760
9946278	_derivationally_related_form	2716767
620752	_derivationally_related_form	2406916
10491309	_derivationally_related_form	967625
2180797	_also_see	1116380
5695554	_hypernym	23271
2293321	_derivationally_related_form	213186
177127	_hypernym	1023820
1563005	_derivationally_related_form	9429387
2038357	_derivationally_related_form	13887509
43195	_derivationally_related_form	2285629
5293944	_hypernym	5293597
9189411	_has_part	8999154
1101913	_derivationally_related_form	7476623
2374451	_has_part	2462602
12564840	_member_meronym	12565912
2373093	_hypernym	1342529
9621359	_hypernym	7846
3452449	_hypernym	4329190
14235200	_hypernym	14234074
5756414	_synset_domain_topic_of	6136258
1997119	_also_see	1997680
2769460	_hypernym	4336034
6671637	_derivationally_related_form	875141
13458571	_derivationally_related_form	151689
1719302	_derivationally_related_form	795785
1184625	_derivationally_related_form	13366311
4097373	_hypernym	2958343
1022178	_hypernym	1017987
1877812	_hypernym	1877134
8740875	_member_meronym	9722658
10549925	_hypernym	9998101
9068921	_instance_hypernym	8633957
8766988	_member_of_domain_region	13753067
4402746	_has_part	4401088
196364	_hypernym	258857
21997	_synset_domain_topic_of	671351
8305114	_hypernym	8304895
2276527	_hypernym	1762525
6252743	_derivationally_related_form	740577
12614477	_hypernym	13121544
9960545	_derivationally_related_form	404726
7339808	_hypernym	7339653
694681	_hypernym	874067
14836960	_derivationally_related_form	229026
12959802	_member_meronym	12959967
1107932	_hypernym	1106808
6403393	_synset_domain_topic_of	614730
7284554	_derivationally_related_form	2660442
10510546	_derivationally_related_form	667747
7580782	_derivationally_related_form	324560
2316304	_derivationally_related_form	212808
4646548	_hypernym	4616059
1188485	_derivationally_related_form	4945254
9053185	_has_part	9053947
881441	_hypernym	880662
9194357	_has_part	9477567
61595	_derivationally_related_form	692506
8800676	_member_meronym	9696124
164579	_synset_domain_topic_of	6128570
492706	_derivationally_related_form	14516743
4050410	_derivationally_related_form	1575146
2629581	_member_meronym	2629716
6157326	_derivationally_related_form	10415638
12694486	_has_part	7746334
2079933	_derivationally_related_form	11501230
3918480	_hypernym	3196324
949974	_derivationally_related_form	122106
364479	_derivationally_related_form	7537068
2468965	_hypernym	2467662
1566185	_derivationally_related_form	7353075
58135	_hypernym	56930
6090869	_hypernym	6000400
21826	_hypernym	21065
1929396	_member_meronym	1929951
9272927	_instance_hypernym	9360122
12008749	_hypernym	12008252
1608934	_hypernym	1507175
10618848	_derivationally_related_form	8366202
2538010	_hypernym	2537085
12838027	_member_meronym	12854443
12333397	_member_meronym	12333530
908351	_derivationally_related_form	1129532
9050730	_has_part	9093608
2527651	_derivationally_related_form	75618
12942270	_member_meronym	12942395
227165	_hypernym	156601
13538314	_has_part	13460568
1474283	_hypernym	1473806
1048569	_hypernym	912473
13395187	_hypernym	13393762
14994004	_hypernym	14792703
252662	_derivationally_related_form	475819
29836	_derivationally_related_form	7126734
1158690	_derivationally_related_form	682436
9422294	_instance_hypernym	9468604
7528212	_derivationally_related_form	1812324
4787324	_derivationally_related_form	412696
4259771	_has_part	4021503
60185	_derivationally_related_form	3567066
720808	_hypernym	595630
10155849	_derivationally_related_form	7066659
9367203	_derivationally_related_form	2627934
1101391	_derivationally_related_form	4764412
2364221	_hypernym	1862557
8860123	_member_of_domain_region	593219
15264363	_hypernym	15122011
1198779	_derivationally_related_form	3571155
1930512	_derivationally_related_form	14031108
14933314	_hypernym	14931879
1349130	_hypernym	1223182
1098869	_derivationally_related_form	8199025
153263	_derivationally_related_form	13497135
7410021	_derivationally_related_form	1236164
6021761	_derivationally_related_form	639998
798717	_derivationally_related_form	9754541
1548718	_derivationally_related_form	3294833
14040310	_derivationally_related_form	1188144
9033333	_has_part	9458791
8563627	_has_part	9057311
5651971	_derivationally_related_form	2106006
9060768	_has_part	9064966
13416345	_derivationally_related_form	2262139
2672187	_hypernym	1072262
4876985	_derivationally_related_form	958880
8580803	_hypernym	8580583
12348774	_member_meronym	12349916
1191645	_derivationally_related_form	4884627
2040709	_derivationally_related_form	7275275
1580467	_derivationally_related_form	406365
12587132	_hypernym	12582665
738966	_hypernym	732746
14640434	_hypernym	14877585
14427065	_derivationally_related_form	9918554
12975608	_hypernym	8103777
3714721	_derivationally_related_form	452512
2114056	_synset_domain_topic_of	903559
2766390	_derivationally_related_form	7412668
965035	_derivationally_related_form	7217924
10633450	_hypernym	9626589
2764438	_hypernym	377002
11253248	_instance_hypernym	11253097
1285305	_instance_hypernym	956485
1151407	_hypernym	1150938
6558277	_hypernym	6556692
8890097	_member_of_domain_region	6950209
759335	_derivationally_related_form	1188485
8860123	_member_of_domain_region	5987522
9983572	_derivationally_related_form	595785
2233577	_hypernym	1759182
2511510	_hypernym	5225602
13303315	_derivationally_related_form	2351010
81725	_derivationally_related_form	10707233
6562993	_synset_domain_topic_of	8441203
8903636	_instance_hypernym	8524735
10511425	_derivationally_related_form	1734502
10179291	_hypernym	9820263
8243851	_hypernym	8049401
8557131	_derivationally_related_form	10038620
3338009	_hypernym	4442831
1622795	_derivationally_related_form	3860882
5194151	_derivationally_related_form	776523
1177118	_derivationally_related_form	10269458
3512147	_hypernym	3510583
1107726	_hypernym	1106808
9965134	_derivationally_related_form	1038538
2705303	_hypernym	1105639
968211	_derivationally_related_form	6619428
5257593	_hypernym	5256862
12051285	_member_meronym	12051792
11911591	_member_meronym	11943824
9941383	_hypernym	9623038
2592250	_derivationally_related_form	8227214
13369857	_has_part	13343526
3426574	_hypernym	4498523
695761	_derivationally_related_form	5804491
13720852	_hypernym	13716084
10514962	_derivationally_related_form	2552449
4135315	_hypernym	3872495
2080291	_hypernym	1864707
12372708	_hypernym	11565385
8897843	_instance_hypernym	8491826
8268321	_derivationally_related_form	521874
10516874	_derivationally_related_form	1000214
9871681	_hypernym	10563183
1469770	_derivationally_related_form	7186148
1478603	_derivationally_related_form	13944747
13635336	_hypernym	13602526
9207288	_has_part	8723006
10741821	_derivationally_related_form	1999798
737070	_hypernym	735936
2747922	_hypernym	2367363
8176077	_member_meronym	9161803
2244956	_derivationally_related_form	10577284
1753721	_member_meronym	1755274
12410715	_member_meronym	12423565
14063633	_derivationally_related_form	305537
8428019	_hypernym	296585
308105	_derivationally_related_form	11444816
14313440	_derivationally_related_form	97394
14286549	_derivationally_related_form	1309143
344125	_derivationally_related_form	4734885
6744000	_derivationally_related_form	960961
155487	_derivationally_related_form	2694933
676450	_derivationally_related_form	161243
2523784	_derivationally_related_form	66901
2026798	_hypernym	1507175
2353861	_hypernym	2331309
1053404	_derivationally_related_form	1469445
413239	_derivationally_related_form	2561332
6249177	_hypernym	6248043
15120346	_hypernym	15113229
2797021	_derivationally_related_form	8457976
4785908	_hypernym	4723816
8196230	_hypernym	8337324
14855724	_hypernym	14853947
12533730	_hypernym	13112664
10488309	_hypernym	10370381
3129123	_derivationally_related_form	1621555
14472624	_derivationally_related_form	1953467
6295235	_member_of_domain_usage	3585438
1916214	_derivationally_related_form	2000954
1792567	_derivationally_related_form	7495327
6154724	_hypernym	4929422
8929555	_instance_hypernym	8691669
1003588	_hypernym	1003249
11512992	_hypernym	11419404
2394445	_derivationally_related_form	10005280
7994941	_hypernym	7993929
11661372	_hypernym	13108841
1150467	_hypernym	1150200
4897762	_derivationally_related_form	2518161
2188065	_member_meronym	2205383
8414608	_derivationally_related_form	10396106
6062407	_derivationally_related_form	10504206
958334	_hypernym	952524
1353169	_derivationally_related_form	4153751
1313093	_member_meronym	1921559
1946408	_derivationally_related_form	351334
2661017	_hypernym	2657368
5147940	_derivationally_related_form	1867295
11967744	_hypernym	11672400
2664511	_hypernym	1432517
2369633	_hypernym	2367363
1407065	_member_meronym	1407798
8642517	_hypernym	8641113
2259829	_derivationally_related_form	7149836
8553535	_has_part	8549733
2469588	_member_meronym	2496576
10077593	_derivationally_related_form	1828736
1820901	_derivationally_related_form	9778537
5278152	_derivationally_related_form	2996605
1802219	_derivationally_related_form	1072236
2020590	_derivationally_related_form	48656
6926458	_hypernym	6926212
11905584	_member_meronym	11905749
1484392	_derivationally_related_form	7959943
1900837	_hypernym	1900488
328128	_hypernym	109660
1725051	_verb_group	1724459
1233347	_derivationally_related_form	4515129
8906952	_has_part	9346284
12096223	_hypernym	11567411
762043	_hypernym	761713
1311103	_derivationally_related_form	3996416
294452	_hypernym	293916
331950	_derivationally_related_form	1831531
714531	_derivationally_related_form	152018
1721754	_derivationally_related_form	10201535
300537	_derivationally_related_form	7369604
1111458	_synset_domain_topic_of	471613
1577635	_derivationally_related_form	3948950
6856568	_synset_domain_topic_of	7020895
10125561	_derivationally_related_form	592652
1151097	_derivationally_related_form	294884
10506417	_hypernym	10078806
5800998	_hypernym	5797597
7252378	_derivationally_related_form	1818835
4033995	_hypernym	2820210
3879116	_hypernym	2922159
1609751	_hypernym	1605630
47945	_derivationally_related_form	2756098
13776432	_hypernym	13757724
1522716	_derivationally_related_form	954086
302394	_derivationally_related_form	1451842
2003601	_derivationally_related_form	452293
7486922	_hypernym	7486628
8724545	_instance_hypernym	8574314
14752323	_hypernym	14884120
10039164	_hypernym	9908273
7123710	_derivationally_related_form	1050651
1535246	_derivationally_related_form	3648219
1500214	_hypernym	1494310
270005	_derivationally_related_form	368302
1667132	_hypernym	126264
1936048	_hypernym	1955984
348008	_hypernym	337210
14299637	_hypernym	5823932
8175700	_hypernym	9941964
870577	_derivationally_related_form	9771855
1439604	_hypernym	1215421
7813107	_derivationally_related_form	2196214
10612931	_hypernym	10197967
2645007	_derivationally_related_form	4353803
4956594	_derivationally_related_form	281101
796976	_derivationally_related_form	76341
10155849	_hypernym	9974648
8374049	_hypernym	7965085
2516594	_derivationally_related_form	418025
10098092	_derivationally_related_form	13858
5373924	_hypernym	5418717
12740514	_member_meronym	12744656
7407970	_derivationally_related_form	443984
1012561	_derivationally_related_form	153961
2547213	_member_meronym	2548522
12818742	_hypernym	11744859
14210971	_derivationally_related_form	2656218
235208	_hypernym	234892
8936303	_instance_hypernym	8524735
4322026	_hypernym	3485997
7048000	_has_part	7050177
234988	_hypernym	233335
899597	_hypernym	897241
7066659	_synset_domain_topic_of	933420
11735325	_hypernym	11571907
7432119	_hypernym	7405893
4544979	_hypernym	3899328
4745370	_derivationally_related_form	744506
1939811	_hypernym	1939174
10577284	_hypernym	10309896
1835496	_derivationally_related_form	279835
3129123	_hypernym	21939
8860123	_member_of_domain_region	8168117
6845599	_member_of_domain_usage	3755545
2236124	_derivationally_related_form	180413
7394814	_derivationally_related_form	2186360
712833	_hypernym	712225
7810531	_hypernym	7809368
1568493	_member_meronym	1568892
14578104	_hypernym	13920835
9029242	_instance_hypernym	8574314
2075727	_member_meronym	2079170
2144460	_hypernym	1644746
6635944	_hypernym	6634376
12105578	_hypernym	12105125
941777	_hypernym	908492
2518990	_member_meronym	2519148
10384772	_hypernym	9681351
1695567	_hypernym	1690294
8747054	_has_part	8756052
5051896	_derivationally_related_form	2679530
164999	_derivationally_related_form	2397266
8983413	_instance_hypernym	8524735
1871979	_derivationally_related_form	11458624
1691951	_hypernym	1674464
14920844	_hypernym	14786479
3186818	_derivationally_related_form	676135
1330822	_hypernym	1329239
8709038	_has_part	8847268
6856884	_hypernym	7028373
2120140	_derivationally_related_form	5723417
11742878	_hypernym	13112664
8550966	_has_part	8586825
